px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.2853	-2.63005	-2.82003	-1.95706	0.438122	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	4937.97
11.2259	-2.43092	-2.73365	-1.77981	0.669439	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	1461.84
11.2388	-2.27753	-2.73209	-1.7336	0.677885	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	4810.55
11.336	-2.18709	-2.66185	-1.81531	0.492416	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	1412.51
11.3683	-2.01978	-2.70709	-1.78147	0.498033	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	4923.97
11.3753	-1.86392	-2.7071	-1.72683	0.538299	11.3011	-1.79507	11.35	-1.8	0	2.73035	1423.8
11.3863	-1.70432	-2.72492	-1.68941	0.545222	11.3326	-1.67041	11.35	-1.65	0	2.73033	4866.34
11.3281	-1.54314	-2.7389	-1.57485	0.675591	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	1371.25
11.3161	-1.39332	-2.75933	-1.53347	0.682176	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	4791.4
11.2681	-1.22643	-2.79955	-1.44724	0.756612	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	1383.99
11.2298	-1.09966	-2.74578	-1.39833	0.764148	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	4675.01
11.1104	-0.923671	-2.90345	-1.24924	0.934037	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	1346.44
11.0452	-0.771375	-2.93343	-1.19335	0.94156	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	4499.29
10.9958	-0.63704	-2.86955	-1.16076	0.908575	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1289.14
10.9186	-0.510903	-2.83859	-1.10266	0.91713	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	4404.74
10.8184	-0.365947	-2.9151	-1.02309	0.964015	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1315.78
10.7185	-0.26437	-2.85811	-0.955938	0.979446	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	4221.24
10.5477	-0.114622	-3.11846	-0.830225	1.09476	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	1294.38
10.4141	-0.036833	-3.04725	-0.748782	1.11807	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	3968.28
10.3258	0.0485441	-2.89288	-0.708575	1.08339	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1222.18
10.1939	0.0931139	-2.81102	-0.623165	1.11238	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	3824.16
10.0449	0.173166	-2.87227	-0.545174	1.13634	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1134.73
9.89921	0.190958	-2.79673	-0.450343	1.17198	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	3605.57
9.74533	0.242179	-2.82841	-0.372945	1.18831	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1077.19
9.5901	0.224141	-2.75756	-0.265156	1.23434	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	3384.64
9.4328	0.249496	-2.78038	-0.188032	1.24495	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	1013.71
9.27579	0.241093	-2.76151	-0.097604	1.26825	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	3177.24
9.12428	0.244699	-2.7474	-0.0235076	1.27236	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	957.811
8.96941	0.247522	-2.75587	0.0443844	1.26966	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	2979.79
8.86876	0.20869	-2.47932	0.13386	1.28973	8.90199	0.247143	8.85	0.25	-1.81847	0	888.955
8.73927	0.205991	-2.47681	0.189603	1.27412	8.76016	0.263752	8.75	0.25	-1.81846	0	2857.93
8.53734	0.219525	-2.84332	0.214053	1.22176	8.46355	0.258809	8.55	0.25	-3.6326	0	899.14
8.38127	0.199447	-2.84932	0.267943	1.20742	8.35367	0.252596	8.35	0.25	-3.6326	0	2598.08
8.22652	0.161292	-2.84838	0.328918	1.2015	8.05161	0.241868	8.2	0.25	-2.72841	0	770.405
8.07736	0.143235	-2.84048	0.367067	1.17245	8.05411	0.247878	8.05	0.25	-2.72842	0	2414.66
7.92912	0.0961117	-2.83681	0.421707	1.1622	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	720.241
7.78288	0.0584466	-2.82879	0.462599	1.13827	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	2230.22
7.63703	0.00866357	-2.88163	0.499668	1.10813	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	726.32
7.49439	-0.0405855	-2.86703	0.537854	1.08486	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	2064.86
7.32628	-0.0724047	-3.02385	0.533063	1.0106	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	646.777
7.19518	-0.105691	-2.98377	0.551509	0.97806	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1914.72
7.09919	-0.193834	-2.81482	0.630428	1.0174	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	587.663
6.97513	-0.252157	-2.77801	0.662508	0.993243	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	1802.39
6.86774	-0.341614	-2.72424	0.720723	1.00186	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	540.656
6.76053	-0.418453	-2.69019	0.761193	0.987206	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	1707.7
6.66987	-0.518388	-2.64436	0.821936	0.998641	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	524.377
6.57054	-0.612593	-2.62805	0.867039	0.988856	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	1606.83
6.52642	-0.762654	-2.52768	0.989357	1.08597	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	484.688
6.45214	-0.895459	-2.55276	1.05598	1.09266	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	1583.41
6.40085	-1.03156	-2.57045	1.13297	1.12171	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	492.906
6.3468	-1.1749	-2.61853	1.19924	1.13091	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1566.56
6.3018	-1.29979	-2.62549	1.25187	1.12279	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	505.165
6.26249	-1.42641	-2.62914	1.30748	1.1222	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	1544.44
6.26094	-1.60275	-2.70487	1.42581	1.21375	6.24787	-1.61119	6.25	-1.6	0	-2.99288	503.707
6.24352	-1.7408	-2.71349	1.4865	1.21331	6.23547	-1.75335	6.25	-1.75	0	-2.99285	1576.97
6.27295	-1.93711	-2.83399	1.61461	1.30454	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	562.568
6.29682	-2.08268	-2.80885	1.6919	1.31109	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	1666.29
6.31208	-2.19936	-2.67946	1.73867	1.26797	6.53066	-2.26346	6.35	-2.2	0	-2.72782	614.527
6.34644	-2.34181	-2.67486	1.81142	1.27115	6.36917	-2.33894	6.35	-2.35	0	-2.72779	1719.09
6.36235	-2.46406	-2.5759	1.85494	1.23048	6.27034	-2.51837	6.35	-2.55	0	-3.63689	628.142
6.39132	-2.62812	-2.63513	1.90949	1.21393	6.34287	-2.73391	6.35	-2.75	0	-3.63689	1780.34
6.44723	-2.791	-2.72398	1.97863	1.21996	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	723.629
6.49357	-2.95705	-2.7789	2.02797	1.19893	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	1893.95
6.54808	-3.09235	-2.73147	2.07837	1.1764	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	773.265
6.60413	-3.25004	-2.77492	2.12129	1.15201	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	2005.27
6.67019	-3.37458	-2.69348	2.16972	1.12867	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	853.855
6.73059	-3.5301	-2.73794	2.20244	1.0966	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	2135.63
6.80182	-3.65717	-2.69266	2.24444	1.07329	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	914.247
6.86069	-3.81911	-2.74182	2.26128	1.02811	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2277.39
6.92475	-3.9319	-2.62539	2.29451	0.998088	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	964.381
6.98151	-4.09367	-2.67075	2.29989	0.945764	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2420.28
7.0934	-4.24399	-2.83369	2.34025	0.937547	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	1104.49
7.16367	-4.40748	-2.86834	2.34283	0.886286	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2615.12
7.24156	-4.52032	-2.76326	2.36982	0.860642	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1114.37
7.29699	-4.68906	-2.79015	2.35446	0.795886	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	2764.39
7.3603	-4.78405	-2.63854	2.37351	0.769879	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	1199.57
7.40787	-4.92392	-2.64875	2.36073	0.717397	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2910.41
7.51784	-5.05726	-2.87492	2.38512	0.711428	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	1269.16
7.57708	-5.20855	-2.88851	2.36797	0.65712	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	3137.27
7.63404	-5.29539	-2.60588	2.38276	0.629172	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	1301.78
7.69328	-5.44354	-2.61414	2.3666	0.577106	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	3286.97
7.79075	-5.56382	-2.7145	2.38496	0.565873	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	1361.31
7.8629	-5.71469	-2.72883	2.36998	0.51868	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	3516.46
7.92142	-5.80063	-2.46206	2.37938	0.494663	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	1477.52
7.97865	-5.93833	-2.46638	2.3608	0.448286	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	3655.78
8.08699	-6.06156	-2.62356	2.37689	0.441965	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1543.96
8.15242	-6.21582	-2.64079	2.35044	0.390705	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	3913.53
8.26937	-6.34692	-2.77845	2.36472	0.38532	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1670.36
8.34095	-6.50794	-2.79699	2.33627	0.335176	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	4169.54
8.40129	-6.60088	-2.55089	2.33594	0.312076	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	1708.12
8.45148	-6.74646	-2.55024	2.30431	0.263094	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	4301.73
8.52931	-6.85649	-2.53702	2.30654	0.250744	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1751.54
8.57222	-7.0179	-2.54972	2.26219	0.192723	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	4540.37
8.68213	-7.15418	-2.73208	2.2725	0.196356	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	1884.4
8.74019	-7.32539	-2.75857	2.23239	0.145619	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	4848.48
8.79783	-7.43544	-2.56244	2.21952	0.119355	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	1992.47
8.85136	-7.5779	-2.56883	2.1933	0.0867716	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	5014.51
8.95444	-7.71598	-2.75119	2.2036	0.0972662	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2029.31
9.01647	-7.87123	-2.76808	2.17704	0.0656447	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	5318.21
9.1028	-8.0033	-2.83672	2.17733	0.0643116	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	2189.85
9.14642	-8.15805	-2.85279	2.14135	0.025335	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	5583.21
9.17849	-8.26504	-2.57023	2.11297	-0.0143529	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	2217.99
9.22145	-8.40932	-2.57636	2.08459	-0.0417291	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	5764.85
9.29407	-8.54099	-2.62365	2.08247	-0.0398752	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	2295.92
9.3315	-8.69723	-2.63986	2.04765	-0.0720623	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	6033.97
9.39719	-8.83384	-2.67121	2.04152	-0.0730076	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	2391.82
9.42985	-8.99263	-2.68636	2.00586	-0.104173	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	6282.71
9.49645	-9.12868	-2.77813	2.00623	-0.094397	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	2491.29
9.52102	-9.28998	-2.80646	1.96711	-0.128286	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	6601.66
9.57552	-9.43403	-2.80737	1.95679	-0.131476	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	2575.17
9.6081	-9.59977	-2.82642	1.9259	-0.154814	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	6861.88
9.65965	-9.73817	-2.86701	1.92075	-0.149845	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	2674.89
9.68303	-9.89487	-2.88724	1.8901	-0.172705	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	7151.56
9.7086	-10.0198	-2.80347	1.86808	-0.191026	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	2734.36
9.74829	-10.1532	-2.80238	1.85844	-0.191103	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	7414.96
9.75933	-10.2787	-2.62339	1.82172	-0.228846	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2854.3
9.78471	-10.4277	-2.63437	1.80049	-0.237364	9.76557	-10.4501	9.75	-10.45	0	-2.72849	7643.55
9.83485	-10.5871	-2.7354	1.80081	-0.218044	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	3000.76
9.86218	-10.7394	-2.74289	1.7835	-0.22327	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	7927.86
9.87352	-10.8631	-2.65859	1.75715	-0.244608	9.84397	-10.9287	9.85	-10.9	0	-3.00318	3049.86
9.88314	-11.0093	-2.68003	1.73188	-0.257435	9.85693	-11.0512	9.85	-11.05	0	-3.00316	8199.11
9.90042	-11.1402	-2.69175	1.71906	-0.25574	9.74773	-11.0482	9.85	-11.2	0	-3.00013	3086.22
9.89519	-11.2969	-2.72488	1.68504	-0.276625	9.84407	-11.3565	9.85	-11.35	0	-3.00012	8463.66
9.91382	-11.4403	-2.77359	1.67701	-0.266535	9.79495	-11.4686	9.85	-11.5	0	-2.99592	3231.23
9.90129	-11.5993	-2.80447	1.64206	-0.28778	9.83943	-11.6467	9.85	-11.65	0	-2.99592	8722.52
9.84532	-11.7061	-2.49665	1.55854	-0.384725	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	3285.83
9.81814	-11.8516	-2.51004	1.52003	-0.401614	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	8815.35
9.7959	-11.9848	-2.45558	1.48137	-0.425052	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	3431.03
9.74609	-12.1344	-2.48472	1.43159	-0.450531	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	8988.14
9.71479	-12.2664	-2.46579	1.39678	-0.462986	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	3463.76
9.65068	-12.4219	-2.51241	1.34297	-0.490042	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	9193.33
9.56013	-12.5183	-2.31856	1.2441	-0.589758	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	3506.07
9.47643	-12.6516	-2.3572	1.18342	-0.616431	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	9237.52
9.35514	-12.7173	-2.16129	1.05016	-0.758649	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	3566.92
9.23129	-12.833	-2.23992	0.966737	-0.800721	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	9237.88
9.09836	-12.908	-2.17251	0.840286	-0.912619	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	3581.88
8.97507	-13.0009	-2.21696	0.763502	-0.936663	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	9253.11
8.86127	-13.0748	-2.21872	0.682918	-0.974478	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	3641.43
8.71239	-13.1613	-2.29576	0.600388	-0.999475	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	9234.05
8.49785	-13.1837	-2.37586	0.38783	-1.221	8.27267	-12.996	8.4	-13.15	-2.99683	0	3656.78
8.35996	-13.218	-2.40222	0.309376	-1.23617	8.25965	-13.1488	8.25	-13.15	-2.9968	0	9082.35
8.244	-13.249	-2.36236	0.255262	-1.21308	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	3633.02
8.08034	-13.2808	-2.42481	0.174688	-1.22285	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	8974.58
7.92563	-13.2971	-2.48892	0.0857143	-1.25439	7.86599	-13.4154	7.8	-13.25	-2.7295	0	3770.53
7.75197	-13.3022	-2.55165	0.00478788	-1.26212	7.62489	-13.249	7.65	-13.25	-2.7295	0	8744.54
7.62273	-13.2992	-2.55135	-0.0573713	-1.25961	7.50783	-13.2944	7.5	-13.25	-2.99994	0	3714.07
7.46102	-13.2882	-2.61415	-0.125697	-1.26085	7.3419	-13.2474	7.35	-13.25	-2.99994	0	8596.04
7.28806	-13.2474	-2.72672	-0.223862	-1.30279	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	3701.32
7.12276	-13.2048	-2.76293	-0.299049	-1.30393	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	8318.99
6.98865	-13.16	-2.69897	-0.361346	-1.28569	6.79473	-13.0433	6.85	-13.15	-3.63709	0	3618.65
6.79817	-13.1254	-2.79838	-0.41104	-1.26087	6.65123	-13.1604	6.65	-13.15	-3.63709	0	8095.71
6.66506	-13.0705	-2.81772	-0.470616	-1.25839	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	3697.93
6.49207	-13.021	-2.90182	-0.511746	-1.23371	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	7855.38
6.42601	-13.0139	-2.45567	-0.521421	-1.13665	6.27012	-13.1139	6.25	-13.05	-1.81729	0	3604.48
6.2617	-12.9734	-2.52781	-0.550975	-1.10278	6.14459	-13.0471	6.15	-13.05	-1.81729	0	7757.74
6.12082	-12.8822	-2.65876	-0.619131	-1.11923	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3625.73
5.96447	-12.8114	-2.71331	-0.656388	-1.09435	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	7420.06
5.86522	-12.7445	-2.63832	-0.698917	-1.07697	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	3581.64
5.70471	-12.6867	-2.71107	-0.711179	-1.03512	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	7222.33
5.6228	-12.6339	-2.51905	-0.741275	-1.00093	5.45236	-12.7392	5.45	-12.7	-2.00001	1	3532.41
5.48073	-12.5741	-2.57059	-0.753608	-0.963521	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	7061.07
5.37837	-12.4805	-2.61885	-0.800422	-0.964647	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	3517.27
5.24715	-12.4018	-2.66027	-0.819346	-0.935256	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	6793.15
5.15096	-12.3087	-2.63022	-0.862158	-0.926456	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	3522.88
5.02635	-12.2118	-2.65792	-0.888382	-0.901928	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	6522.76
4.91208	-12.0674	-2.92881	-0.941708	-0.921212	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	3461.85
4.8071	-11.9535	-2.94748	-0.973118	-0.906369	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	6204.94
4.74114	-11.8536	-2.7921	-1.01328	-0.895791	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3277.1
4.66088	-11.7387	-2.79643	-1.05076	-0.88851	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	5992.94
4.57602	-11.5958	-2.93955	-1.09352	-0.889614	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	3283.65
4.52671	-11.4601	-2.93033	-1.14875	-0.900508	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	5719.57
4.45934	-11.3089	-3.01911	-1.19273	-0.899707	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	3145.64
4.42285	-11.1607	-3.01612	-1.25011	-0.912226	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	5422.51
4.42633	-11.0478	-2.69254	-1.32647	-0.942084	4.43672	-11.0976	4.45	-11.05	0	1.8168	3036.13
4.40385	-10.91	-2.67776	-1.38244	-0.946759	4.43803	-10.9525	4.45	-10.95	0	1.81679	5239.62
4.3763	-10.769	-2.72716	-1.42659	-0.942266	4.40556	-10.7068	4.45	-10.8	0	3.00139	2955.27
4.3839	-10.6343	-2.71703	-1.48944	-0.958473	4.45507	-10.6618	4.45	-10.65	0	3.00138	5017.74
4.42223	-10.5315	-2.48652	-1.57622	-1.00764	4.44716	-10.5583	4.45	-10.55	0	2.00041	2858.03
4.4311	-10.4124	-2.47824	-1.629	-1.01033	4.45187	-10.4417	4.45	-10.45	0	2.00038	4850.32
4.43937	-10.2832	-2.50123	-1.67743	-1.00694	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	2774.28
4.48109	-10.1507	-2.51562	-1.74675	-1.02559	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	4652.64
4.48628	-9.99887	-2.62546	-1.77433	-0.986674	4.56608	-10.005	4.55	-10	0	2.72717	2705.43
4.53012	-9.85375	-2.6363	-1.83657	-0.994391	4.55922	-9.84124	4.55	-9.85	0	2.72714	4417.29
4.58254	-9.71586	-2.62055	-1.90252	-1.00831	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	2558.9
4.66327	-9.5676	-2.65799	-1.97894	-1.02838	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	4246.96
4.67697	-9.41815	-2.78052	-1.97251	-0.949474	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	2448.2
4.7638	-9.27716	-2.82545	-2.03878	-0.967037	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	4080.79
4.88426	-9.17323	-2.75397	-2.15171	-1.05267	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	2362.71
4.97868	-9.0521	-2.78201	-2.21329	-1.06081	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	4010.23
4.99436	-8.92121	-2.82388	-2.17502	-0.932965	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	2308.67
5.09581	-8.78988	-2.87153	-2.22906	-0.938988	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	3855.81
5.22265	-8.68169	-2.85946	-2.31202	-0.980972	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	2217.05
5.33949	-8.56712	-2.8716	-2.36962	-0.984168	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	3822.2
